"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g40-49","Dona / Mujer",16.6,7459,0.6,5,20201110,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6633,1.9,16,20201110,"2021-06-18"
"g60-69","Dona / Mujer",9.7,4359,6.8,58,20201110,"2021-06-18"
"g70-79","Dona / Mujer",6.9,3116,19.2,164,20201110,"2021-06-18"
"g80-89","Dona / Mujer",6.1,2729,45.5,388,20201110,"2021-06-18"
"g90 o más","Dona / Mujer",2.5,1141,25.6,218,20201110,"2021-06-18"
"g0-9","Home / Hombre",5.9,2398,0,0,20201110,"2021-06-18"
"g10-19","Home / Hombre",9.6,3865,0,0,20201110,"2021-06-18"
"g20-29","Home / Hombre",14.3,5769,0.1,1,20201110,"2021-06-18"
"g30-39","Home / Hombre",14.5,5847,0.5,6,20201110,"2021-06-18"
"g40-49","Home / Hombre",16.9,6823,1.3,14,20201110,"2021-06-18"
"g50-59","Home / Hombre",14.8,5984,4.3,48,20201110,"2021-06-18"
"g60-69","Home / Hombre",10.7,4333,13.9,155,20201110,"2021-06-18"
"g70-79","Home / Hombre",7.6,3081,30.7,344,20201110,"2021-06-18"
"g80-89","Home / Hombre",4.6,1868,36.7,411,20201110,"2021-06-18"
"g90 o más","Home / Hombre",1.1,432,12.5,140,20201110,"2021-06-18"
"g0-9","Dona / Mujer",5.4,2350,0,0,20201109,"2021-06-18"
"g10-19","Dona / Mujer",9,3947,0.1,1,20201109,"2021-06-18"
"g20-29","Dona / Mujer",14.3,6242,0.1,1,20201109,"2021-06-18"
"g30-39","Dona / Mujer",14.5,6312,0.2,2,20201109,"2021-06-18"
"g40-49","Dona / Mujer",16.6,7231,0.6,5,20201109,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6445,1.9,16,20201109,"2021-06-18"
"g60-69","Dona / Mujer",9.7,4245,6.9,58,20201109,"2021-06-18"
"g70-79","Dona / Mujer",6.9,3031,19.3,161,20201109,"2021-06-18"
"g80-89","Dona / Mujer",6.2,2686,45.3,378,20201109,"2021-06-18"
"g90 o más","Dona / Mujer",2.6,1125,25.5,213,20201109,"2021-06-18"
"g0-9","Home / Hombre",5.9,2329,0,0,20201109,"2021-06-18"
"g10-19","Home / Hombre",9.5,3742,0,0,20201109,"2021-06-18"
"g20-29","Home / Hombre",14.3,5632,0.1,1,20201109,"2021-06-18"
"g30-39","Home / Hombre",14.5,5683,0.5,6,20201109,"2021-06-18"
"g40-49","Home / Hombre",16.9,6625,1.3,14,20201109,"2021-06-18"
"g50-59","Home / Hombre",14.7,5779,4.4,48,20201109,"2021-06-18"
"g60-69","Home / Hombre",10.7,4210,13.7,150,20201109,"2021-06-18"
"g70-79","Home / Hombre",7.7,3005,30.9,339,20201109,"2021-06-18"
"g80-89","Home / Hombre",4.7,1829,36.9,405,20201109,"2021-06-18"
"g90 o más","Home / Hombre",1.1,427,12.3,135,20201109,"2021-06-18"
"g0-9","Dona / Mujer",5.3,2312,0,0,20201107,"2021-06-18"
"g10-19","Dona / Mujer",9,3893,0.1,1,20201107,"2021-06-18"
"g20-29","Dona / Mujer",14.3,6202,0.1,1,20201107,"2021-06-18"
"g30-39","Dona / Mujer",14.5,6270,0.2,2,20201107,"2021-06-18"
"g40-49","Dona / Mujer",16.6,7170,0.6,5,20201107,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6392,1.9,16,20201107,"2021-06-18"
"g60-69","Dona / Mujer",9.7,4206,6.9,57,20201107,"2021-06-18"
"g70-79","Dona / Mujer",7,3011,19.3,160,20201107,"2021-06-18"
"g80-89","Dona / Mujer",6.2,2670,45,372,20201107,"2021-06-18"
"g90 o más","Dona / Mujer",2.6,1119,25.8,213,20201107,"2021-06-18"
"g0-9","Home / Hombre",5.9,2292,0,0,20201107,"2021-06-18"
"g10-19","Home / Hombre",9.4,3669,0,0,20201107,"2021-06-18"
"g20-29","Home / Hombre",14.4,5591,0.1,1,20201107,"2021-06-18"
"g30-39","Home / Hombre",14.5,5644,0.6,6,20201107,"2021-06-18"
"g40-49","Home / Hombre",16.9,6570,1.3,14,20201107,"2021-06-18"
"g50-59","Home / Hombre",14.7,5725,4.4,48,20201107,"2021-06-18"
"g60-69","Home / Hombre",10.7,4161,13.9,150,20201107,"2021-06-18"
"g70-79","Home / Hombre",7.7,2986,30.7,332,20201107,"2021-06-18"
"g80-89","Home / Hombre",4.7,1818,36.8,397,20201107,"2021-06-18"
"g90 o más","Home / Hombre",1.1,422,12.2,132,20201107,"2021-06-18"
"g0-9","Dona / Mujer",5.3,2218,0,0,20201106,"2021-06-18"
"g10-19","Dona / Mujer",9,3763,0.1,1,20201106,"2021-06-18"
"g20-29","Dona / Mujer",14.4,6049,0.1,1,20201106,"2021-06-18"
"g30-39","Dona / Mujer",14.6,6120,0.2,2,20201106,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6945,0.6,5,20201106,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6216,1.9,16,20201106,"2021-06-18"
"g60-69","Dona / Mujer",9.8,4099,6.9,57,20201106,"2021-06-18"
"g70-79","Dona / Mujer",7,2931,19.3,160,20201106,"2021-06-18"
"g80-89","Dona / Mujer",6.1,2562,45,372,20201106,"2021-06-18"
"g90 o más","Dona / Mujer",2.6,1083,25.8,213,20201106,"2021-06-18"
"g0-9","Home / Hombre",5.8,2209,0,0,20201106,"2021-06-18"
"g10-19","Home / Hombre",9.3,3535,0,0,20201106,"2021-06-18"
"g20-29","Home / Hombre",14.4,5459,0.1,1,20201106,"2021-06-18"
"g30-39","Home / Hombre",14.6,5512,0.6,6,20201106,"2021-06-18"
"g40-49","Home / Hombre",16.8,6368,1.3,14,20201106,"2021-06-18"
"g50-59","Home / Hombre",14.8,5587,4.4,48,20201106,"2021-06-18"
"g60-69","Home / Hombre",10.7,4046,13.9,150,20201106,"2021-06-18"
"g70-79","Home / Hombre",7.7,2922,30.7,332,20201106,"2021-06-18"
"g80-89","Home / Hombre",4.7,1776,36.8,397,20201106,"2021-06-18"
"g90 o más","Home / Hombre",1.1,412,12.2,132,20201106,"2021-06-18"
"g0-9","Dona / Mujer",5.3,2180,0,0,20201105,"2021-06-18"
"g10-19","Dona / Mujer",8.9,3690,0.1,1,20201105,"2021-06-18"
"g20-29","Dona / Mujer",14.5,5986,0.1,1,20201105,"2021-06-18"
"g30-39","Dona / Mujer",14.6,6036,0.2,2,20201105,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6846,0.6,5,20201105,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6133,1.9,16,20201105,"2021-06-18"
"g60-69","Dona / Mujer",9.7,4027,6.8,56,20201105,"2021-06-18"
"g70-79","Dona / Mujer",7,2889,19.4,159,20201105,"2021-06-18"
"g80-89","Dona / Mujer",6.1,2537,44.9,369,20201105,"2021-06-18"
"g90 o más","Dona / Mujer",2.6,1078,25.8,212,20201105,"2021-06-18"
"g0-9","Home / Hombre",5.8,2167,0,0,20201105,"2021-06-18"
"g10-19","Home / Hombre",9.3,3479,0,0,20201105,"2021-06-18"
"g20-29","Home / Hombre",14.5,5404,0.1,1,20201105,"2021-06-18"
"g30-39","Home / Hombre",14.6,5437,0.6,6,20201105,"2021-06-18"
"g40-49","Home / Hombre",16.8,6272,1.3,14,20201105,"2021-06-18"
"g50-59","Home / Hombre",14.7,5497,4.4,47,20201105,"2021-06-18"
"g60-69","Home / Hombre",10.7,3990,13.8,148,20201105,"2021-06-18"
"g70-79","Home / Hombre",7.7,2891,30.8,331,20201105,"2021-06-18"
"g80-89","Home / Hombre",4.7,1763,36.8,395,20201105,"2021-06-18"
"g90 o más","Home / Hombre",1.1,408,12.2,131,20201105,"2021-06-18"
"g0-9","Dona / Mujer",5.2,2136,0,0,20201104,"2021-06-18"
"g10-19","Dona / Mujer",8.9,3612,0.1,1,20201104,"2021-06-18"
"g20-29","Dona / Mujer",14.5,5897,0.1,1,20201104,"2021-06-18"
"g30-39","Dona / Mujer",14.6,5945,0.2,2,20201104,"2021-06-18"
"g40-49","Dona / Mujer",16.6,6752,0.6,5,20201104,"2021-06-18"
"g50-59","Dona / Mujer",14.8,6048,2,16,20201104,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3963,6.8,56,20201104,"2021-06-18"
"g70-79","Dona / Mujer",7,2857,19.4,159,20201104,"2021-06-18"
"g80-89","Dona / Mujer",6.1,2508,44.9,367,20201104,"2021-06-18"
"g90 o más","Dona / Mujer",2.6,1072,25.8,211,20201104,"2021-06-18"
"g0-9","Home / Hombre",5.8,2128,0,0,20201104,"2021-06-18"
"g10-19","Home / Hombre",9.3,3398,0,0,20201104,"2021-06-18"
"g20-29","Home / Hombre",14.5,5329,0.1,1,20201104,"2021-06-18"
"g30-39","Home / Hombre",14.6,5364,0.6,6,20201104,"2021-06-18"
"g40-49","Home / Hombre",16.8,6162,1.3,14,20201104,"2021-06-18"
"g50-59","Home / Hombre",14.7,5412,4.4,47,20201104,"2021-06-18"
"g60-69","Home / Hombre",10.7,3924,13.8,147,20201104,"2021-06-18"
"g70-79","Home / Hombre",7.8,2847,30.9,329,20201104,"2021-06-18"
"g80-89","Home / Hombre",4.7,1739,36.6,390,20201104,"2021-06-18"
"g90 o más","Home / Hombre",1.1,405,12.3,131,20201104,"2021-06-18"
"g0-9","Dona / Mujer",5.2,2067,0,0,20201103,"2021-06-18"
"g10-19","Dona / Mujer",8.8,3491,0.1,1,20201103,"2021-06-18"
"g20-29","Dona / Mujer",14.5,5760,0.1,1,20201103,"2021-06-18"
"g30-39","Dona / Mujer",14.6,5828,0.2,2,20201103,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6582,0.6,5,20201103,"2021-06-18"
"g50-59","Dona / Mujer",14.9,5920,2,16,20201103,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3875,6.6,53,20201103,"2021-06-18"
"g70-79","Dona / Mujer",7,2785,19.3,156,20201103,"2021-06-18"
"g80-89","Dona / Mujer",6.2,2460,45.1,365,20201103,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,1056,26,210,20201103,"2021-06-18"
"g0-9","Home / Hombre",5.7,2057,0,0,20201103,"2021-06-18"
"g10-19","Home / Hombre",9.2,3296,0,0,20201103,"2021-06-18"
"g20-29","Home / Hombre",14.5,5203,0.1,1,20201103,"2021-06-18"
"g30-39","Home / Hombre",14.6,5240,0.6,6,20201103,"2021-06-18"
"g40-49","Home / Hombre",16.8,6018,1.3,14,20201103,"2021-06-18"
"g50-59","Home / Hombre",14.7,5276,4.4,46,20201103,"2021-06-18"
"g60-69","Home / Hombre",10.7,3825,13.6,143,20201103,"2021-06-18"
"g70-79","Home / Hombre",7.8,2774,31.1,327,20201103,"2021-06-18"
"g80-89","Home / Hombre",4.7,1699,36.6,385,20201103,"2021-06-18"
"g90 o más","Home / Hombre",1.1,400,12.4,131,20201103,"2021-06-18"
"g0-9","Dona / Mujer",5.2,2016,0,0,20201102,"2021-06-18"
"g10-19","Dona / Mujer",8.6,3324,0.1,1,20201102,"2021-06-18"
"g20-29","Dona / Mujer",14.5,5624,0.1,1,20201102,"2021-06-18"
"g30-39","Dona / Mujer",14.7,5693,0.3,2,20201102,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6406,0.6,5,20201102,"2021-06-18"
"g50-59","Dona / Mujer",14.9,5768,2,16,20201102,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3755,6.5,52,20201102,"2021-06-18"
"g70-79","Dona / Mujer",7,2727,19.5,156,20201102,"2021-06-18"
"g80-89","Dona / Mujer",6.2,2418,44.6,356,20201102,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,1041,26.3,210,20201102,"2021-06-18"
"g0-9","Home / Hombre",5.7,1981,0,0,20201102,"2021-06-18"
"g10-19","Home / Hombre",9.1,3159,0,0,20201102,"2021-06-18"
"g20-29","Home / Hombre",14.6,5067,0.1,1,20201102,"2021-06-18"
"g30-39","Home / Hombre",14.7,5135,0.6,6,20201102,"2021-06-18"
"g40-49","Home / Hombre",16.8,5860,1.3,14,20201102,"2021-06-18"
"g50-59","Home / Hombre",14.7,5110,4.4,46,20201102,"2021-06-18"
"g60-69","Home / Hombre",10.7,3728,13.4,140,20201102,"2021-06-18"
"g70-79","Home / Hombre",7.8,2709,31,323,20201102,"2021-06-18"
"g80-89","Home / Hombre",4.8,1675,36.7,383,20201102,"2021-06-18"
"g90 o más","Home / Hombre",1.1,392,12.5,130,20201102,"2021-06-18"
"g0-9","Dona / Mujer",5.2,1989,0,0,20201031,"2021-06-18"
"g10-19","Dona / Mujer",8.5,3272,0.1,1,20201031,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5596,0.1,1,20201031,"2021-06-18"
"g30-39","Dona / Mujer",14.7,5662,0.1,1,20201031,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6350,0.6,5,20201031,"2021-06-18"
"g50-59","Dona / Mujer",14.9,5735,2,16,20201031,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3735,6.5,52,20201031,"2021-06-18"
"g70-79","Dona / Mujer",7,2706,19.6,156,20201031,"2021-06-18"
"g80-89","Dona / Mujer",6.2,2392,44.5,355,20201031,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,1023,26.3,210,20201031,"2021-06-18"
"g0-9","Home / Hombre",5.7,1959,0,0,20201031,"2021-06-18"
"g10-19","Home / Hombre",9,3107,0,0,20201031,"2021-06-18"
"g20-29","Home / Hombre",14.6,5045,0.1,1,20201031,"2021-06-18"
"g30-39","Home / Hombre",14.8,5109,0.6,6,20201031,"2021-06-18"
"g40-49","Home / Hombre",16.8,5827,1.4,14,20201031,"2021-06-18"
"g50-59","Home / Hombre",14.7,5081,4.5,46,20201031,"2021-06-18"
"g60-69","Home / Hombre",10.7,3713,13.2,136,20201031,"2021-06-18"
"g70-79","Home / Hombre",7.8,2685,30.8,316,20201031,"2021-06-18"
"g80-89","Home / Hombre",4.8,1668,36.9,379,20201031,"2021-06-18"
"g90 o más","Home / Hombre",1.1,388,12.6,129,20201031,"2021-06-18"
"g0-9","Dona / Mujer",5.1,1925,0,0,20201030,"2021-06-18"
"g10-19","Dona / Mujer",8.3,3148,0.1,1,20201030,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5505,0.1,1,20201030,"2021-06-18"
"g30-39","Dona / Mujer",14.8,5568,0.1,1,20201030,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6232,0.6,5,20201030,"2021-06-18"
"g50-59","Dona / Mujer",14.9,5628,2,16,20201030,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3669,6.5,52,20201030,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2665,19.6,156,20201030,"2021-06-18"
"g80-89","Dona / Mujer",6.3,2364,44.5,355,20201030,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,1016,26.3,210,20201030,"2021-06-18"
"g0-9","Home / Hombre",5.6,1905,0,0,20201030,"2021-06-18"
"g10-19","Home / Hombre",8.9,3013,0,0,20201030,"2021-06-18"
"g20-29","Home / Hombre",14.6,4948,0.1,1,20201030,"2021-06-18"
"g30-39","Home / Hombre",14.8,5030,0.6,6,20201030,"2021-06-18"
"g40-49","Home / Hombre",16.8,5695,1.4,14,20201030,"2021-06-18"
"g50-59","Home / Hombre",14.7,4990,4.5,46,20201030,"2021-06-18"
"g60-69","Home / Hombre",10.7,3641,13.2,136,20201030,"2021-06-18"
"g70-79","Home / Hombre",7.8,2650,30.8,316,20201030,"2021-06-18"
"g80-89","Home / Hombre",4.9,1647,36.9,379,20201030,"2021-06-18"
"g90 o más","Home / Hombre",1.1,384,12.6,129,20201030,"2021-06-18"
"g0-9","Dona / Mujer",5.1,1875,0,0,20201029,"2021-06-18"
"g10-19","Dona / Mujer",8.3,3060,0.1,1,20201029,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5378,0.1,1,20201029,"2021-06-18"
"g30-39","Dona / Mujer",14.8,5442,0.1,1,20201029,"2021-06-18"
"g40-49","Dona / Mujer",16.5,6077,0.6,5,20201029,"2021-06-18"
"g50-59","Dona / Mujer",15,5518,2,16,20201029,"2021-06-18"
"g60-69","Dona / Mujer",9.7,3590,6.4,51,20201029,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2605,19.7,156,20201029,"2021-06-18"
"g80-89","Dona / Mujer",6.3,2331,44.8,355,20201029,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,1002,26.1,207,20201029,"2021-06-18"
"g0-9","Home / Hombre",5.6,1867,0,0,20201029,"2021-06-18"
"g10-19","Home / Hombre",8.9,2945,0,0,20201029,"2021-06-18"
"g20-29","Home / Hombre",14.6,4854,0.1,1,20201029,"2021-06-18"
"g30-39","Home / Hombre",14.8,4917,0.6,6,20201029,"2021-06-18"
"g40-49","Home / Hombre",16.7,5555,1.4,14,20201029,"2021-06-18"
"g50-59","Home / Hombre",14.7,4897,4.4,45,20201029,"2021-06-18"
"g60-69","Home / Hombre",10.7,3565,13.3,136,20201029,"2021-06-18"
"g70-79","Home / Hombre",7.9,2607,30.8,315,20201029,"2021-06-18"
"g80-89","Home / Hombre",4.9,1621,36.8,376,20201029,"2021-06-18"
"g90 o más","Home / Hombre",1.1,379,12.6,129,20201029,"2021-06-18"
"g0-9","Dona / Mujer",5,1815,0,0,20201028,"2021-06-18"
"g10-19","Dona / Mujer",8.3,2979,0.1,1,20201028,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5277,0.1,1,20201028,"2021-06-18"
"g30-39","Dona / Mujer",14.8,5330,0.1,1,20201028,"2021-06-18"
"g40-49","Dona / Mujer",16.4,5919,0.6,5,20201028,"2021-06-18"
"g50-59","Dona / Mujer",14.9,5384,2,16,20201028,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3531,6.5,51,20201028,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2551,19.6,154,20201028,"2021-06-18"
"g80-89","Dona / Mujer",6.4,2303,44.7,352,20201028,"2021-06-18"
"g90 o más","Dona / Mujer",2.7,990,26.2,206,20201028,"2021-06-18"
"g0-9","Home / Hombre",5.6,1824,0,0,20201028,"2021-06-18"
"g10-19","Home / Hombre",8.8,2854,0,0,20201028,"2021-06-18"
"g20-29","Home / Hombre",14.6,4742,0.1,1,20201028,"2021-06-18"
"g30-39","Home / Hombre",14.8,4802,0.6,6,20201028,"2021-06-18"
"g40-49","Home / Hombre",16.7,5422,1.4,14,20201028,"2021-06-18"
"g50-59","Home / Hombre",14.8,4789,4.4,45,20201028,"2021-06-18"
"g60-69","Home / Hombre",10.8,3499,13.3,135,20201028,"2021-06-18"
"g70-79","Home / Hombre",7.9,2559,31,314,20201028,"2021-06-18"
"g80-89","Home / Hombre",4.9,1598,36.6,371,20201028,"2021-06-18"
"g90 o más","Home / Hombre",1.2,374,12.6,128,20201028,"2021-06-18"
"g0-9","Dona / Mujer",5,1757,0,0,20201027,"2021-06-18"
"g10-19","Dona / Mujer",8.2,2880,0.1,1,20201027,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5135,0.1,1,20201027,"2021-06-18"
"g30-39","Dona / Mujer",14.8,5225,0.1,1,20201027,"2021-06-18"
"g40-49","Dona / Mujer",16.4,5758,0.6,5,20201027,"2021-06-18"
"g50-59","Dona / Mujer",15,5266,2,16,20201027,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3451,6.5,51,20201027,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2496,19.5,153,20201027,"2021-06-18"
"g80-89","Dona / Mujer",6.4,2269,44.7,351,20201027,"2021-06-18"
"g90 o más","Dona / Mujer",2.8,977,26.2,206,20201027,"2021-06-18"
"g0-9","Home / Hombre",5.6,1779,0,0,20201027,"2021-06-18"
"g10-19","Home / Hombre",8.6,2741,0,0,20201027,"2021-06-18"
"g20-29","Home / Hombre",14.6,4638,0.1,1,20201027,"2021-06-18"
"g30-39","Home / Hombre",14.8,4702,0.6,6,20201027,"2021-06-18"
"g40-49","Home / Hombre",16.7,5289,1.4,14,20201027,"2021-06-18"
"g50-59","Home / Hombre",14.8,4678,4.5,45,20201027,"2021-06-18"
"g60-69","Home / Hombre",10.8,3428,13.4,135,20201027,"2021-06-18"
"g70-79","Home / Hombre",7.9,2502,31.1,314,20201027,"2021-06-18"
"g80-89","Home / Hombre",5,1571,36.5,368,20201027,"2021-06-18"
"g90 o más","Home / Hombre",1.2,366,12.5,126,20201027,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1709,0,0,20201026,"2021-06-18"
"g10-19","Dona / Mujer",8.2,2825,0.1,1,20201026,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5047,0.1,1,20201026,"2021-06-18"
"g30-39","Dona / Mujer",14.9,5156,0.1,1,20201026,"2021-06-18"
"g40-49","Dona / Mujer",16.3,5651,0.6,5,20201026,"2021-06-18"
"g50-59","Dona / Mujer",15,5186,2.1,16,20201026,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3391,6.3,49,20201026,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2468,19.6,152,20201026,"2021-06-18"
"g80-89","Dona / Mujer",6.5,2246,44.9,349,20201026,"2021-06-18"
"g90 o más","Dona / Mujer",2.8,970,26.1,203,20201026,"2021-06-18"
"g0-9","Home / Hombre",5.6,1735,0,0,20201026,"2021-06-18"
"g10-19","Home / Hombre",8.6,2668,0,0,20201026,"2021-06-18"
"g20-29","Home / Hombre",14.6,4547,0.1,1,20201026,"2021-06-18"
"g30-39","Home / Hombre",14.9,4641,0.6,6,20201026,"2021-06-18"
"g40-49","Home / Hombre",16.7,5199,1.2,12,20201026,"2021-06-18"
"g50-59","Home / Hombre",14.8,4607,4.5,45,20201026,"2021-06-18"
"g60-69","Home / Hombre",10.8,3372,13.4,134,20201026,"2021-06-18"
"g70-79","Home / Hombre",7.9,2476,31.3,312,20201026,"2021-06-18"
"g80-89","Home / Hombre",5,1558,36.4,363,20201026,"2021-06-18"
"g90 o más","Home / Hombre",1.2,364,12.5,125,20201026,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1696,0,0,20201024,"2021-06-18"
"g10-19","Dona / Mujer",8.1,2784,0.1,1,20201024,"2021-06-18"
"g20-29","Dona / Mujer",14.6,5025,0.1,1,20201024,"2021-06-18"
"g30-39","Dona / Mujer",14.9,5124,0.1,1,20201024,"2021-06-18"
"g40-49","Dona / Mujer",16.3,5625,0.6,5,20201024,"2021-06-18"
"g50-59","Dona / Mujer",15,5161,2.1,16,20201024,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3373,6.3,49,20201024,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2455,19.7,152,20201024,"2021-06-18"
"g80-89","Dona / Mujer",6.5,2245,44.7,345,20201024,"2021-06-18"
"g90 o más","Dona / Mujer",2.8,967,26.2,202,20201024,"2021-06-18"
"g0-9","Home / Hombre",5.6,1722,0,0,20201024,"2021-06-18"
"g10-19","Home / Hombre",8.5,2627,0,0,20201024,"2021-06-18"
"g20-29","Home / Hombre",14.6,4532,0.1,1,20201024,"2021-06-18"
"g30-39","Home / Hombre",14.9,4615,0.6,6,20201024,"2021-06-18"
"g40-49","Home / Hombre",16.7,5167,1.1,11,20201024,"2021-06-18"
"g50-59","Home / Hombre",14.8,4582,4.4,44,20201024,"2021-06-18"
"g60-69","Home / Hombre",10.8,3350,13.4,133,20201024,"2021-06-18"
"g70-79","Home / Hombre",8,2464,31.4,311,20201024,"2021-06-18"
"g80-89","Home / Hombre",5,1551,36.5,362,20201024,"2021-06-18"
"g90 o más","Home / Hombre",1.2,363,12.5,124,20201024,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1615,0,0,20201022,"2021-06-18"
"g10-19","Dona / Mujer",7.9,2607,0.1,1,20201022,"2021-06-18"
"g20-29","Dona / Mujer",14.6,4815,0.1,1,20201022,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4886,0.1,1,20201022,"2021-06-18"
"g40-49","Dona / Mujer",16.4,5397,0.7,5,20201022,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4925,2.1,16,20201022,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3244,6.3,48,20201022,"2021-06-18"
"g70-79","Dona / Mujer",7.1,2353,19.8,152,20201022,"2021-06-18"
"g80-89","Dona / Mujer",6.6,2186,44.5,341,20201022,"2021-06-18"
"g90 o más","Dona / Mujer",2.9,946,26.3,202,20201022,"2021-06-18"
"g0-9","Home / Hombre",5.5,1619,0,0,20201022,"2021-06-18"
"g10-19","Home / Hombre",8.3,2460,0,0,20201022,"2021-06-18"
"g20-29","Home / Hombre",14.6,4317,0.1,1,20201022,"2021-06-18"
"g30-39","Home / Hombre",15,4425,0.6,6,20201022,"2021-06-18"
"g40-49","Home / Hombre",16.7,4924,1,10,20201022,"2021-06-18"
"g50-59","Home / Hombre",14.7,4352,4.4,43,20201022,"2021-06-18"
"g60-69","Home / Hombre",10.9,3224,13.5,133,20201022,"2021-06-18"
"g70-79","Home / Hombre",8,2363,31.2,308,20201022,"2021-06-18"
"g80-89","Home / Hombre",5.1,1505,36.6,361,20201022,"2021-06-18"
"g90 o más","Home / Hombre",1.2,353,12.6,124,20201022,"2021-06-18"
"g0-9","Dona / Mujer",4.9,1573,0,0,20201021,"2021-06-18"
"g10-19","Dona / Mujer",7.9,2562,0.1,1,20201021,"2021-06-18"
"g20-29","Dona / Mujer",14.6,4722,0.1,1,20201021,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4804,0.1,1,20201021,"2021-06-18"
"g40-49","Dona / Mujer",16.4,5303,0.7,5,20201021,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4838,2.1,16,20201021,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3190,6.3,48,20201021,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2325,19.9,152,20201021,"2021-06-18"
"g80-89","Dona / Mujer",6.7,2163,44.4,339,20201021,"2021-06-18"
"g90 o más","Dona / Mujer",2.9,938,26.2,200,20201021,"2021-06-18"
"g0-9","Home / Hombre",5.4,1578,0,0,20201021,"2021-06-18"
"g10-19","Home / Hombre",8.3,2400,0,0,20201021,"2021-06-18"
"g20-29","Home / Hombre",14.6,4226,0.1,1,20201021,"2021-06-18"
"g30-39","Home / Hombre",15,4357,0.6,6,20201021,"2021-06-18"
"g40-49","Home / Hombre",16.6,4820,1,10,20201021,"2021-06-18"
"g50-59","Home / Hombre",14.7,4266,4.4,43,20201021,"2021-06-18"
"g60-69","Home / Hombre",11,3177,13.5,132,20201021,"2021-06-18"
"g70-79","Home / Hombre",8.1,2345,31.3,307,20201021,"2021-06-18"
"g80-89","Home / Hombre",5.1,1486,36.5,358,20201021,"2021-06-18"
"g90 o más","Home / Hombre",1.2,351,12.6,123,20201021,"2021-06-18"
"g0-9","Dona / Mujer",4.8,1554,0,0,20201020,"2021-06-18"
"g10-19","Dona / Mujer",7.9,2526,0.1,1,20201020,"2021-06-18"
"g20-29","Dona / Mujer",14.6,4671,0.1,1,20201020,"2021-06-18"
"g30-39","Dona / Mujer",14.8,4752,0.1,1,20201020,"2021-06-18"
"g40-49","Dona / Mujer",16.4,5251,0.7,5,20201020,"2021-06-18"
"g50-59","Dona / Mujer",14.9,4791,2.1,16,20201020,"2021-06-18"
"g60-69","Dona / Mujer",9.8,3161,6.2,47,20201020,"2021-06-18"
"g70-79","Dona / Mujer",7.2,2300,20.1,152,20201020,"2021-06-18"
"g80-89","Dona / Mujer",6.7,2152,44.5,337,20201020,"2021-06-18"
"g90 o más","Dona / Mujer",2.9,935,26,197,20201020,"2021-06-18"
"g0-9","Home / Hombre",5.4,1561,0,0,20201020,"2021-06-18"
"g10-19","Home / Hombre",8.2,2362,0,0,20201020,"2021-06-18"
