"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g80-89","Dona / Mujer",5.4,11029,44.4,1368,20210311,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4280,27.9,861,20210311,"2021-06-18"
"g0-9","Home / Hombre",7.7,14569,0,0,20210311,"2021-06-18"
"g10-19","Home / Hombre",11.4,21396,0,1,20210311,"2021-06-18"
"g20-29","Home / Hombre",12.9,24205,0.1,3,20210311,"2021-06-18"
"g30-39","Home / Hombre",13.4,25211,0.2,9,20210311,"2021-06-18"
"g40-49","Home / Hombre",17.1,32248,1.2,47,20210311,"2021-06-18"
"g50-59","Home / Hombre",15.3,28790,4.2,165,20210311,"2021-06-18"
"g60-69","Home / Hombre",10.6,19951,13.4,522,20210311,"2021-06-18"
"g70-79","Home / Hombre",6.8,12735,28,1091,20210311,"2021-06-18"
"g80-89","Home / Hombre",4,7455,38.5,1496,20210311,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1681,14.3,556,20210311,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14196,0,0,20210310,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21265,0.1,2,20210310,"2021-06-18"
"g20-29","Dona / Mujer",12.7,26194,0,1,20210310,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28383,0.2,7,20210310,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35221,0.7,21,20210310,"2021-06-18"
"g50-59","Dona / Mujer",15.2,31129,2.1,65,20210310,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20082,5.9,180,20210310,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13699,18.7,573,20210310,"2021-06-18"
"g80-89","Dona / Mujer",5.4,11024,44.4,1363,20210310,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4278,28,860,20210310,"2021-06-18"
"g0-9","Home / Hombre",7.7,14555,0,0,20210310,"2021-06-18"
"g10-19","Home / Hombre",11.4,21385,0,1,20210310,"2021-06-18"
"g20-29","Home / Hombre",12.9,24186,0.1,3,20210310,"2021-06-18"
"g30-39","Home / Hombre",13.4,25189,0.2,9,20210310,"2021-06-18"
"g40-49","Home / Hombre",17.1,32234,1.2,47,20210310,"2021-06-18"
"g50-59","Home / Hombre",15.3,28765,4.2,163,20210310,"2021-06-18"
"g60-69","Home / Hombre",10.6,19939,13.4,520,20210310,"2021-06-18"
"g70-79","Home / Hombre",6.8,12722,28,1087,20210310,"2021-06-18"
"g80-89","Home / Hombre",4,7454,38.5,1494,20210310,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1680,14.3,553,20210310,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14183,0,0,20210309,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21254,0.1,2,20210309,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26183,0,1,20210309,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28369,0.2,7,20210309,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35204,0.7,21,20210309,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31105,2.1,64,20210309,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20073,5.9,179,20210309,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13691,18.7,573,20210309,"2021-06-18"
"g80-89","Dona / Mujer",5.4,11018,44.3,1354,20210309,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4276,28,856,20210309,"2021-06-18"
"g0-9","Home / Hombre",7.7,14548,0,0,20210309,"2021-06-18"
"g10-19","Home / Hombre",11.4,21370,0,1,20210309,"2021-06-18"
"g20-29","Home / Hombre",12.9,24173,0.1,3,20210309,"2021-06-18"
"g30-39","Home / Hombre",13.4,25172,0.2,9,20210309,"2021-06-18"
"g40-49","Home / Hombre",17.1,32217,1.2,47,20210309,"2021-06-18"
"g50-59","Home / Hombre",15.3,28746,4.2,161,20210309,"2021-06-18"
"g60-69","Home / Hombre",10.6,19925,13.4,518,20210309,"2021-06-18"
"g70-79","Home / Hombre",6.8,12718,28,1079,20210309,"2021-06-18"
"g80-89","Home / Hombre",4,7449,38.6,1487,20210309,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1680,14.2,549,20210309,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14175,0,0,20210308,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21231,0.1,2,20210308,"2021-06-18"
"g20-29","Dona / Mujer",12.7,26154,0,1,20210308,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28350,0.2,7,20210308,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35172,0.7,21,20210308,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31079,2.1,64,20210308,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20051,5.9,179,20210308,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13675,18.7,570,20210308,"2021-06-18"
"g80-89","Dona / Mujer",5.4,11010,44.2,1347,20210308,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4274,28.1,855,20210308,"2021-06-18"
"g0-9","Home / Hombre",7.7,14539,0,0,20210308,"2021-06-18"
"g10-19","Home / Hombre",11.4,21343,0,1,20210308,"2021-06-18"
"g20-29","Home / Hombre",12.9,24155,0.1,3,20210308,"2021-06-18"
"g30-39","Home / Hombre",13.4,25135,0.2,9,20210308,"2021-06-18"
"g40-49","Home / Hombre",17.1,32188,1.2,46,20210308,"2021-06-18"
"g50-59","Home / Hombre",15.3,28722,4.2,159,20210308,"2021-06-18"
"g60-69","Home / Hombre",10.6,19905,13.4,513,20210308,"2021-06-18"
"g70-79","Home / Hombre",6.8,12706,28.1,1074,20210308,"2021-06-18"
"g80-89","Home / Hombre",4,7448,38.6,1476,20210308,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1677,14.3,546,20210308,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14166,0,0,20210307,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21213,0.1,2,20210307,"2021-06-18"
"g20-29","Dona / Mujer",12.7,26145,0,1,20210307,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28334,0.2,7,20210307,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35151,0.7,21,20210307,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31067,2.1,64,20210307,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20043,5.8,178,20210307,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13671,18.7,570,20210307,"2021-06-18"
"g80-89","Dona / Mujer",5.4,11005,44.2,1345,20210307,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4274,28.1,855,20210307,"2021-06-18"
"g0-9","Home / Hombre",7.7,14532,0,0,20210307,"2021-06-18"
"g10-19","Home / Hombre",11.4,21325,0,1,20210307,"2021-06-18"
"g20-29","Home / Hombre",12.9,24146,0.1,3,20210307,"2021-06-18"
"g30-39","Home / Hombre",13.4,25123,0.2,9,20210307,"2021-06-18"
"g40-49","Home / Hombre",17.1,32168,1.2,46,20210307,"2021-06-18"
"g50-59","Home / Hombre",15.3,28706,4.2,158,20210307,"2021-06-18"
"g60-69","Home / Hombre",10.6,19893,13.4,510,20210307,"2021-06-18"
"g70-79","Home / Hombre",6.8,12698,28.1,1069,20210307,"2021-06-18"
"g80-89","Home / Hombre",4,7443,38.6,1469,20210307,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1677,14.2,542,20210307,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14161,0,0,20210306,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21204,0.1,2,20210306,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26138,0,1,20210306,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28322,0.2,7,20210306,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35141,0.7,21,20210306,"2021-06-18"
"g50-59","Dona / Mujer",15.2,31059,2.1,64,20210306,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20034,5.8,178,20210306,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13662,18.7,570,20210306,"2021-06-18"
"g80-89","Dona / Mujer",5.4,11002,44.2,1345,20210306,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4273,28.1,855,20210306,"2021-06-18"
"g0-9","Home / Hombre",7.7,14528,0,0,20210306,"2021-06-18"
"g10-19","Home / Hombre",11.4,21312,0,1,20210306,"2021-06-18"
"g20-29","Home / Hombre",12.9,24136,0.1,3,20210306,"2021-06-18"
"g30-39","Home / Hombre",13.4,25117,0.2,9,20210306,"2021-06-18"
"g40-49","Home / Hombre",17.1,32147,1.2,46,20210306,"2021-06-18"
"g50-59","Home / Hombre",15.3,28697,4.2,158,20210306,"2021-06-18"
"g60-69","Home / Hombre",10.6,19884,13.4,510,20210306,"2021-06-18"
"g70-79","Home / Hombre",6.8,12693,28.1,1069,20210306,"2021-06-18"
"g80-89","Home / Hombre",4,7441,38.6,1469,20210306,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1677,14.2,542,20210306,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14145,0,0,20210305,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21193,0.1,2,20210305,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26116,0,1,20210305,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28291,0.2,6,20210305,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35115,0.7,21,20210305,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31031,2.1,64,20210305,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20020,5.9,178,20210305,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13655,18.8,570,20210305,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10995,44.2,1343,20210305,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4270,28,851,20210305,"2021-06-18"
"g0-9","Home / Hombre",7.7,14512,0,0,20210305,"2021-06-18"
"g10-19","Home / Hombre",11.4,21294,0,1,20210305,"2021-06-18"
"g20-29","Home / Hombre",12.9,24117,0.1,3,20210305,"2021-06-18"
"g30-39","Home / Hombre",13.4,25100,0.2,9,20210305,"2021-06-18"
"g40-49","Home / Hombre",17.1,32127,1.2,45,20210305,"2021-06-18"
"g50-59","Home / Hombre",15.3,28666,4.2,158,20210305,"2021-06-18"
"g60-69","Home / Hombre",10.6,19868,13.4,508,20210305,"2021-06-18"
"g70-79","Home / Hombre",6.8,12687,28.1,1067,20210305,"2021-06-18"
"g80-89","Home / Hombre",4,7439,38.7,1469,20210305,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1679,14.2,540,20210305,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14121,0,0,20210304,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21168,0.1,2,20210304,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26093,0,1,20210304,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28263,0.2,5,20210304,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35068,0.7,21,20210304,"2021-06-18"
"g50-59","Dona / Mujer",15.1,30996,2.1,63,20210304,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20002,5.9,177,20210304,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13645,18.8,568,20210304,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10989,44.3,1339,20210304,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4270,28,845,20210304,"2021-06-18"
"g0-9","Home / Hombre",7.7,14490,0,0,20210304,"2021-06-18"
"g10-19","Home / Hombre",11.4,21262,0,1,20210304,"2021-06-18"
"g20-29","Home / Hombre",12.9,24091,0.1,2,20210304,"2021-06-18"
"g30-39","Home / Hombre",13.4,25072,0.2,9,20210304,"2021-06-18"
"g40-49","Home / Hombre",17.1,32085,1.2,44,20210304,"2021-06-18"
"g50-59","Home / Hombre",15.3,28630,4.2,158,20210304,"2021-06-18"
"g60-69","Home / Hombre",10.6,19847,13.3,503,20210304,"2021-06-18"
"g70-79","Home / Hombre",6.8,12668,28.1,1063,20210304,"2021-06-18"
"g80-89","Home / Hombre",4,7432,38.7,1465,20210304,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1680,14.2,536,20210304,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14100,0,0,20210303,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21133,0.1,2,20210303,"2021-06-18"
"g20-29","Dona / Mujer",12.7,26056,0,1,20210303,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28235,0.2,5,20210303,"2021-06-18"
"g40-49","Dona / Mujer",17.1,35033,0.7,21,20210303,"2021-06-18"
"g50-59","Dona / Mujer",15.1,30955,2.1,63,20210303,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19989,5.9,176,20210303,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13636,18.9,567,20210303,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10978,44.3,1332,20210303,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4270,27.9,840,20210303,"2021-06-18"
"g0-9","Home / Hombre",7.7,14471,0,0,20210303,"2021-06-18"
"g10-19","Home / Hombre",11.4,21240,0,0,20210303,"2021-06-18"
"g20-29","Home / Hombre",12.9,24059,0.1,2,20210303,"2021-06-18"
"g30-39","Home / Hombre",13.4,25032,0.2,9,20210303,"2021-06-18"
"g40-49","Home / Hombre",17.1,32033,1.2,44,20210303,"2021-06-18"
"g50-59","Home / Hombre",15.3,28599,4.2,158,20210303,"2021-06-18"
"g60-69","Home / Hombre",10.6,19830,13.3,501,20210303,"2021-06-18"
"g70-79","Home / Hombre",6.8,12647,28.1,1060,20210303,"2021-06-18"
"g80-89","Home / Hombre",4,7424,38.8,1460,20210303,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1678,14.1,533,20210303,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14078,0,0,20210302,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21110,0.1,2,20210302,"2021-06-18"
"g20-29","Dona / Mujer",12.7,26024,0,1,20210302,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28209,0.2,5,20210302,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34987,0.7,21,20210302,"2021-06-18"
"g50-59","Dona / Mujer",15.1,30928,2.1,63,20210302,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19969,5.7,172,20210302,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13626,18.9,566,20210302,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10974,44.4,1330,20210302,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4268,27.9,837,20210302,"2021-06-18"
"g0-9","Home / Hombre",7.7,14460,0,0,20210302,"2021-06-18"
"g10-19","Home / Hombre",11.4,21221,0,0,20210302,"2021-06-18"
"g20-29","Home / Hombre",12.9,24030,0.1,2,20210302,"2021-06-18"
"g30-39","Home / Hombre",13.4,24999,0.2,9,20210302,"2021-06-18"
"g40-49","Home / Hombre",17.1,31994,1.1,43,20210302,"2021-06-18"
"g50-59","Home / Hombre",15.3,28568,4.2,158,20210302,"2021-06-18"
"g60-69","Home / Hombre",10.6,19808,13.2,496,20210302,"2021-06-18"
"g70-79","Home / Hombre",6.8,12634,28.2,1059,20210302,"2021-06-18"
"g80-89","Home / Hombre",4,7418,38.8,1457,20210302,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1677,14.1,531,20210302,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14051,0,0,20210301,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21080,0.1,2,20210301,"2021-06-18"
"g20-29","Dona / Mujer",12.7,25990,0,1,20210301,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28167,0.2,5,20210301,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34927,0.7,21,20210301,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30896,2.1,63,20210301,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19951,5.6,168,20210301,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13604,18.9,564,20210301,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10962,44.4,1322,20210301,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4261,27.9,832,20210301,"2021-06-18"
"g0-9","Home / Hombre",7.7,14437,0,0,20210301,"2021-06-18"
"g10-19","Home / Hombre",11.4,21190,0,0,20210301,"2021-06-18"
"g20-29","Home / Hombre",12.9,23998,0.1,2,20210301,"2021-06-18"
"g30-39","Home / Hombre",13.4,24958,0.2,9,20210301,"2021-06-18"
"g40-49","Home / Hombre",17.1,31937,1.2,43,20210301,"2021-06-18"
"g50-59","Home / Hombre",15.3,28526,4.2,157,20210301,"2021-06-18"
"g60-69","Home / Hombre",10.6,19779,13.2,494,20210301,"2021-06-18"
"g70-79","Home / Hombre",6.8,12612,28.2,1054,20210301,"2021-06-18"
"g80-89","Home / Hombre",4,7404,38.8,1451,20210301,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1674,14.1,526,20210301,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14036,0,0,20210228,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21062,0.1,2,20210228,"2021-06-18"
"g20-29","Dona / Mujer",12.7,25965,0,1,20210228,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28147,0.2,5,20210228,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34878,0.7,21,20210228,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30873,2.1,63,20210228,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19932,5.7,168,20210228,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13595,18.8,558,20210228,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10950,44.4,1317,20210228,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4260,28,830,20210228,"2021-06-18"
"g0-9","Home / Hombre",7.7,14416,0,0,20210228,"2021-06-18"
"g10-19","Home / Hombre",11.4,21167,0,0,20210228,"2021-06-18"
"g20-29","Home / Hombre",12.9,23971,0.1,2,20210228,"2021-06-18"
"g30-39","Home / Hombre",13.4,24938,0.2,9,20210228,"2021-06-18"
"g40-49","Home / Hombre",17.1,31920,1.2,43,20210228,"2021-06-18"
"g50-59","Home / Hombre",15.3,28503,4.2,156,20210228,"2021-06-18"
"g60-69","Home / Hombre",10.6,19761,13.2,493,20210228,"2021-06-18"
"g70-79","Home / Hombre",6.8,12599,28.2,1053,20210228,"2021-06-18"
"g80-89","Home / Hombre",4,7398,38.8,1449,20210228,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1674,14.1,526,20210228,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14014,0,0,20210227,"2021-06-18"
"g10-19","Dona / Mujer",10.3,21035,0.1,2,20210227,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25953,0,1,20210227,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28122,0.2,5,20210227,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34849,0.7,21,20210227,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30850,2.1,63,20210227,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19913,5.7,168,20210227,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13582,18.8,558,20210227,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10941,44.4,1317,20210227,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4258,28,830,20210227,"2021-06-18"
"g0-9","Home / Hombre",7.7,14402,0,0,20210227,"2021-06-18"
"g10-19","Home / Hombre",11.4,21140,0,0,20210227,"2021-06-18"
"g20-29","Home / Hombre",12.9,23960,0.1,2,20210227,"2021-06-18"
"g30-39","Home / Hombre",13.4,24923,0.2,9,20210227,"2021-06-18"
"g40-49","Home / Hombre",17.1,31887,1.2,43,20210227,"2021-06-18"
"g50-59","Home / Hombre",15.3,28479,4.2,156,20210227,"2021-06-18"
"g60-69","Home / Hombre",10.6,19744,13.2,493,20210227,"2021-06-18"
"g70-79","Home / Hombre",6.8,12591,28.2,1053,20210227,"2021-06-18"
"g80-89","Home / Hombre",4,7394,38.8,1449,20210227,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1673,14.1,526,20210227,"2021-06-18"
"g0-9","Dona / Mujer",6.9,13993,0,0,20210226,"2021-06-18"
"g10-19","Dona / Mujer",10.3,20994,0.1,2,20210226,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25926,0,1,20210226,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28080,0.2,5,20210226,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34806,0.7,21,20210226,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30811,2.1,63,20210226,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19882,5.7,167,20210226,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13559,18.9,556,20210226,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10934,44.4,1308,20210226,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4252,28,825,20210226,"2021-06-18"
"g0-9","Home / Hombre",7.7,14385,0,0,20210226,"2021-06-18"
"g10-19","Home / Hombre",11.4,21105,0,0,20210226,"2021-06-18"
"g20-29","Home / Hombre",12.9,23922,0.1,2,20210226,"2021-06-18"
"g30-39","Home / Hombre",13.4,24897,0.2,9,20210226,"2021-06-18"
"g40-49","Home / Hombre",17.1,31833,1.2,43,20210226,"2021-06-18"
"g50-59","Home / Hombre",15.3,28441,4.1,154,20210226,"2021-06-18"
"g60-69","Home / Hombre",10.6,19721,13.2,490,20210226,"2021-06-18"
"g70-79","Home / Hombre",6.8,12568,28.2,1049,20210226,"2021-06-18"
"g80-89","Home / Hombre",4,7387,38.9,1447,20210226,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1672,14,522,20210226,"2021-06-18"
"g0-9","Dona / Mujer",6.9,13959,0,0,20210225,"2021-06-18"
"g10-19","Dona / Mujer",10.3,20960,0.1,2,20210225,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25888,0,1,20210225,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28045,0.2,5,20210225,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34762,0.7,21,20210225,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30777,2.2,63,20210225,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19857,5.7,167,20210225,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13548,18.8,549,20210225,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10917,44.3,1295,20210225,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4244,28.1,820,20210225,"2021-06-18"
"g0-9","Home / Hombre",7.7,14363,0,0,20210225,"2021-06-18"
"g10-19","Home / Hombre",11.3,21057,0,0,20210225,"2021-06-18"
"g20-29","Home / Hombre",12.9,23892,0.1,2,20210225,"2021-06-18"
"g30-39","Home / Hombre",13.4,24864,0.2,9,20210225,"2021-06-18"
"g40-49","Home / Hombre",17.1,31787,1.2,43,20210225,"2021-06-18"
"g50-59","Home / Hombre",15.3,28407,4.2,153,20210225,"2021-06-18"
"g60-69","Home / Hombre",10.6,19696,13.2,486,20210225,"2021-06-18"
"g70-79","Home / Hombre",6.8,12555,28.1,1035,20210225,"2021-06-18"
"g80-89","Home / Hombre",4,7372,38.9,1432,20210225,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1669,14.1,519,20210225,"2021-06-18"
"g0-9","Dona / Mujer",6.9,13926,0,0,20210224,"2021-06-18"
"g10-19","Dona / Mujer",10.3,20919,0.1,2,20210224,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25860,0,1,20210224,"2021-06-18"
"g30-39","Dona / Mujer",13.8,28005,0.2,5,20210224,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34705,0.7,20,20210224,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30727,2.1,62,20210224,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19832,5.7,166,20210224,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13522,18.8,544,20210224,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10908,44.3,1284,20210224,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4240,28.1,814,20210224,"2021-06-18"
"g0-9","Home / Hombre",7.7,14330,0,0,20210224,"2021-06-18"
"g10-19","Home / Hombre",11.3,21003,0,0,20210224,"2021-06-18"
"g20-29","Home / Hombre",12.9,23862,0.1,2,20210224,"2021-06-18"
"g30-39","Home / Hombre",13.4,24827,0.2,9,20210224,"2021-06-18"
"g40-49","Home / Hombre",17.1,31741,1.1,42,20210224,"2021-06-18"
"g50-59","Home / Hombre",15.3,28371,4.1,150,20210224,"2021-06-18"
"g60-69","Home / Hombre",10.6,19675,13.2,482,20210224,"2021-06-18"
"g70-79","Home / Hombre",6.8,12534,28.1,1027,20210224,"2021-06-18"
"g80-89","Home / Hombre",4,7363,39,1426,20210224,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1665,14.1,517,20210224,"2021-06-18"
"g0-9","Dona / Mujer",6.9,13898,0,0,20210223,"2021-06-18"
"g10-19","Dona / Mujer",10.3,20883,0.1,2,20210223,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25837,0,1,20210223,"2021-06-18"
"g30-39","Dona / Mujer",13.8,27964,0.2,5,20210223,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34657,0.7,20,20210223,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30693,2.2,62,20210223,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19812,5.8,165,20210223,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13506,18.8,539,20210223,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10899,44.2,1268,20210223,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4236,28.1,805,20210223,"2021-06-18"
"g0-9","Home / Hombre",7.7,14301,0,0,20210223,"2021-06-18"
"g10-19","Home / Hombre",11.3,20969,0,0,20210223,"2021-06-18"
"g20-29","Home / Hombre",12.9,23838,0.1,2,20210223,"2021-06-18"
"g30-39","Home / Hombre",13.4,24786,0.2,9,20210223,"2021-06-18"
"g40-49","Home / Hombre",17.1,31699,1.1,39,20210223,"2021-06-18"
"g50-59","Home / Hombre",15.3,28317,4.1,147,20210223,"2021-06-18"
"g60-69","Home / Hombre",10.6,19654,13.1,473,20210223,"2021-06-18"
"g70-79","Home / Hombre",6.8,12519,28.2,1022,20210223,"2021-06-18"
"g80-89","Home / Hombre",4,7351,39.1,1418,20210223,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1663,14.2,513,20210223,"2021-06-18"
"g0-9","Dona / Mujer",6.9,13868,0,0,20210222,"2021-06-18"
"g10-19","Dona / Mujer",10.3,20830,0.1,2,20210222,"2021-06-18"
"g20-29","Dona / Mujer",12.8,25787,0,1,20210222,"2021-06-18"
"g30-39","Dona / Mujer",13.8,27892,0.2,5,20210222,"2021-06-18"
"g40-49","Dona / Mujer",17.1,34589,0.7,20,20210222,"2021-06-18"
"g50-59","Dona / Mujer",15.2,30635,2.1,61,20210222,"2021-06-18"
"g60-69","Dona / Mujer",9.8,19772,5.7,163,20210222,"2021-06-18"
"g70-79","Dona / Mujer",6.7,13474,18.8,534,20210222,"2021-06-18"
"g80-89","Dona / Mujer",5.4,10872,44.2,1256,20210222,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4230,28.1,799,20210222,"2021-06-18"
"g0-9","Home / Hombre",7.7,14275,0,0,20210222,"2021-06-18"
"g10-19","Home / Hombre",11.3,20923,0,0,20210222,"2021-06-18"
"g20-29","Home / Hombre",12.9,23782,0.1,2,20210222,"2021-06-18"
"g30-39","Home / Hombre",13.4,24727,0.3,9,20210222,"2021-06-18"
"g40-49","Home / Hombre",17.1,31614,1.1,38,20210222,"2021-06-18"
